sample,email_id,annotation_id,start,end,entity_type,text
apache_spark,msg_052,UEyRvcHX4g,2878,2884,ORGANIZATION,apache
apache_spark,msg_052,9XmOr_LrSi,2920,2926,ORGANIZATION,apache
apache_spark,msg_052,2bZyLrPsnd,2833,2839,ORGANIZATION,google
apache_spark,msg_052,NhfJu1DDrj,2807,2813,ORGANIZATION,google
apache_spark,msg_052,MNvKzNz4jV,2710,2716,ORGANIZATION,google
apache_spark,msg_052,iYhWphte0A,2563,2569,ORGANIZATION,apache
apache_spark,msg_052,77orP6SnIH,2741,2751,ORGANIZATION,databricks
apache_spark,msg_052,ODx_L7T9mj,2463,2469,ORGANIZATION,apache
apache_spark,msg_052,CxKcwgTfvY,2401,2407,ORGANIZATION,apache
apache_spark,msg_052,PAVABPYiLE,2360,2370,ORGANIZATION,databricks
apache_spark,msg_052,6YAh7gzT21,2299,2305,ORGANIZATION,apache
apache_spark,msg_052,O12eIU1tPo,1812,1818,ORGANIZATION,apache
apache_spark,msg_052,hKk6K1yD1l,3934,3940,ORGANIZATION,Google
apache_spark,msg_052,H2Qh0ZWp2D,5133,5139,ORGANIZATION,Google
apache_spark,msg_052,8QH7YyjZ7I,5811,5821,ORGANIZATION,databricks
apache_spark,msg_052,MdT32LuQJz,6205,6211,ORGANIZATION,apache
apache_spark,msg_062,msg_062_0,16,86,EMAIL_ADDRESS,dev-return-37368-archive-asf-public=cust-asf.ponee.io@spark.apache.org
apache_spark,msg_062,msg_062_1,103,139,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_062,msg_062_2,154,190,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_062,msg_062_3,337,373,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_062,msg_062_4,790,826,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_062,msg_062_5,960,985,EMAIL_ADDRESS,dev-help@spark.apache.org
apache_spark,msg_062,msg_062_6,1036,1061,EMAIL_ADDRESS,dev-help@spark.apache.org
apache_spark,msg_062,msg_062_7,1089,1121,EMAIL_ADDRESS,dev-unsubscribe@spark.apache.org
apache_spark,msg_062,msg_062_8,1142,1162,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_062,msg_062_9,1223,1243,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_062,msg_062_10,1688,1708,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_062,msg_062_11,2507,2527,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_062,msg_062_13,2923,2943,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_062,msg_062_14,3089,3109,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_062,msg_062_15,5662,5685,EMAIL_ADDRESS,matei.zaharia@gmail.com
apache_spark,msg_062,msg_062_16,5700,5746,MESSAGE_ID,B95E9C58-02A0-4238-B23E-919267A7DB93@gmail.com
apache_spark,msg_062,msg_062_17,6013,6079,MESSAGE_ID,CAJ3fcbBhFJ8a9H4fqEfYwvPukijbQxM2uASxZ+kxvEVW98MvnQ@mail.gmail.com
apache_spark,msg_062,msg_062_18,6101,6121,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_062,msg_062_19,6139,6161,EMAIL_ADDRESS,holden.karau@gmail.com
apache_spark,msg_062,msg_062_20,6184,6209,EMAIL_ADDRESS,mich.talebzadeh@gmail.com
apache_spark,msg_062,msg_062_21,6226,6304,MESSAGE_ID,LV8PR21MB4212F6557727BB6024B5C747C8182@LV8PR21MB4212.namprd21.prod.outlook.com
apache_spark,msg_062,msg_062_22,6308,6374,MESSAGE_ID,CAOJC_dg3HYoL-QGknACmO=XjYmKUny9z063K5hsa6MPp+ztqWw@mail.gmail.com
apache_spark,msg_062,msg_062_23,6378,6444,MESSAGE_ID,CAJLcJd-V2y1Pces9BEOBx0G_6BbtVJGLqeLaGVGMBSAhorcXuw@mail.gmail.com
apache_spark,msg_062,msg_062_24,6448,6514,MESSAGE_ID,CABjYQ39S-+pJKqkuA+pCW0FDxf-17W+92_X=SRMRN38OKo=9Vw@mail.gmail.com
apache_spark,msg_062,msg_062_25,6518,6584,MESSAGE_ID,CAJLcJd8pP8SgwWbtrTott-eHTfFA9D6_jPoTkudfr1UjT+mPNg@mail.gmail.com
apache_spark,msg_062,msg_062_26,6588,6634,MESSAGE_ID,EA3087E1-46A1-4014-8B8D-F2F1AB3EF800@gmail.com
apache_spark,msg_062,msg_062_27,6638,6704,MESSAGE_ID,CAJ3fcbBhFJ8a9H4fqEfYwvPukijbQxM2uASxZ+kxvEVW98MvnQ@mail.gmail.com
apache_spark,msg_062,msg_062_28,2628,2642,IP_ADDRESS,209.85.214.171
apache_spark,msg_062,msg_062_35,1287,1298,DATE_TIME,18 Jan 2025
apache_spark,msg_062,msg_062_36,1455,1466,DATE_TIME,18 Jan 2025
apache_spark,msg_062,msg_062_37,1467,1475,DATE_TIME,23:03:00
apache_spark,msg_062,msg_062_55,5380,5396,DOMAIN,smtpclient.apple
apache_spark,msg_062,msg_062_58,5647,5660,PERSON,Matei Zaharia
apache_spark,msg_062,msg_062_61,6167,6182,PERSON,Mich Talebzadeh
apache_spark,msg_062,msg_062_62,257,270,IP_ADDRESS,95.216.194.37
apache_spark,msg_062,msg_062_64,1392,1406,IP_ADDRESS,95.217.134.168
apache_spark,msg_062,msg_062_65,1565,1574,IP_ADDRESS,127.0.0.1
apache_spark,msg_062,msg_062_66,2369,2384,IP_ADDRESS,116.203.227.195
apache_spark,msg_062,msg_062_67,2430,2444,IP_ADDRESS,95.217.134.168
apache_spark,msg_062,msg_062_68,2804,2818,IP_ADDRESS,209.85.214.171
apache_spark,msg_062,msg_062_69,5213,5247,IP_ADDRESS,2002:a17:902:f689:b0:215:acb3:3786
apache_spark,msg_062,msg_062_70,5399,5412,IP_ADDRESS,165.1.215.171
apache_spark,msg_062,msg_062_72,52,69,DOMAIN,cust-asf.ponee.io
apache_spark,msg_062,msg_062_73,70,86,DOMAIN,spark.apache.org
apache_spark,msg_062,msg_062_74,122,139,DOMAIN,cust-asf.ponee.io
apache_spark,msg_062,msg_062_75,173,190,DOMAIN,cust-asf.ponee.io
apache_spark,msg_062,msg_062_76,206,229,DOMAIN,mxout1-he-de.apache.org
apache_spark,msg_062,msg_062_77,231,254,DOMAIN,mxout1-he-de.apache.org
apache_spark,msg_062,msg_062_78,277,294,DOMAIN,mx-eu-03.ponee.io
apache_spark,msg_062,msg_062_79,356,373,DOMAIN,cust-asf.ponee.io
apache_spark,msg_062,msg_062_80,430,445,DOMAIN,mail.apache.org
apache_spark,msg_062,msg_062_81,447,470,DOMAIN,mailgw-he-de.apache.org
apache_spark,msg_062,msg_062_82,688,711,DOMAIN,mxout1-he-de.apache.org
apache_spark,msg_062,msg_062_83,732,755,DOMAIN,mxout1-he-de.apache.org
apache_spark,msg_062,msg_062_84,809,826,DOMAIN,cust-asf.ponee.io
apache_spark,msg_062,msg_062_85,969,985,DOMAIN,spark.apache.org
apache_spark,msg_062,msg_062_86,1045,1061,DOMAIN,spark.apache.org
apache_spark,msg_062,msg_062_87,1105,1121,DOMAIN,spark.apache.org
apache_spark,msg_062,msg_062_88,1146,1162,DOMAIN,spark.apache.org
apache_spark,msg_062,msg_062_89,1174,1194,DOMAIN,dev.spark.apache.org
apache_spark,msg_062,msg_062_90,1227,1243,DOMAIN,spark.apache.org
apache_spark,msg_062,msg_062_91,1329,1355,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_062,msg_062_92,1362,1388,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_062,msg_062_93,1412,1422,DOMAIN,apache.org
apache_spark,msg_062,msg_062_94,1506,1516,DOMAIN,apache.org
apache_spark,msg_062,msg_062_95,1581,1607,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_062,msg_062_96,1628,1654,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_062,msg_062_97,1692,1708,DOMAIN,spark.apache.org
apache_spark,msg_062,msg_062_98,1788,1814,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_062,msg_062_99,2243,2269,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_062,msg_062_100,2320,2329,DOMAIN,gmail.com
apache_spark,msg_062,msg_062_101,2345,2366,DOMAIN,mx1-ec2-va.apache.org
apache_spark,msg_062,msg_062_102,2402,2428,DOMAIN,spamproc1-he-fi.apache.org
apache_spark,msg_062,msg_062_103,2511,2527,DOMAIN,spark.apache.org
apache_spark,msg_062,msg_062_104,2650,2674,DOMAIN,mail-pl1-f171.google.com
apache_spark,msg_062,msg_062_106,2704,2713,DOMAIN,gmail.com
apache_spark,msg_062,msg_062_107,2751,2775,DOMAIN,mail-pl1-f171.google.com
apache_spark,msg_062,msg_062_108,2777,2801,DOMAIN,mail-pl1-f171.google.com
apache_spark,msg_062,msg_062_109,2825,2846,DOMAIN,mx1-ec2-va.apache.org
apache_spark,msg_062,msg_062_110,2867,2888,DOMAIN,mx1-ec2-va.apache.org
apache_spark,msg_062,msg_062_111,2927,2943,DOMAIN,spark.apache.org
apache_spark,msg_062,msg_062_112,2997,3021,DOMAIN,mail-pl1-f171.google.com
apache_spark,msg_062,msg_062_113,3093,3109,DOMAIN,spark.apache.org
apache_spark,msg_062,msg_062_114,3214,3223,DOMAIN,gmail.com
apache_spark,msg_062,msg_062_115,3271,3287,DOMAIN,spark.apache.org
apache_spark,msg_062,msg_062_116,3960,3969,DOMAIN,1e100.net
apache_spark,msg_062,msg_062_118,5426,5440,DOMAIN,smtp.gmail.com
apache_spark,msg_062,msg_062_120,5676,5685,DOMAIN,gmail.com
apache_spark,msg_062,msg_062_121,5737,5746,DOMAIN,gmail.com
apache_spark,msg_062,msg_062_122,6065,6079,DOMAIN,mail.gmail.com
apache_spark,msg_062,msg_062_123,6105,6121,DOMAIN,spark.apache.org
apache_spark,msg_062,msg_062_124,6152,6161,DOMAIN,gmail.com
apache_spark,msg_062,msg_062_125,6200,6209,DOMAIN,gmail.com
apache_spark,msg_062,msg_062_126,6265,6304,DOMAIN,LV8PR21MB4212.namprd21.prod.outlook.com
apache_spark,msg_062,msg_062_127,6360,6374,DOMAIN,mail.gmail.com
apache_spark,msg_062,msg_062_128,6430,6444,DOMAIN,mail.gmail.com
apache_spark,msg_062,msg_062_129,6500,6514,DOMAIN,mail.gmail.com
apache_spark,msg_062,msg_062_130,6570,6584,DOMAIN,mail.gmail.com
apache_spark,msg_062,msg_062_131,6625,6634,DOMAIN,gmail.com
apache_spark,msg_062,msg_062_132,6690,6704,DOMAIN,mail.gmail.com
apache_spark,msg_062,UxMAIEQLBX,377,414,DATE_TIME,"Sat, 18 Jan 2025 23:05:03 +0000 (UTC)"
apache_spark,msg_062,eUntREQig6,478,498,IP_ADDRESS,2a01:4f8:c2c:d4aa::1
apache_spark,msg_062,giOM_gSxPs,830,867,DATE_TIME,"Sat, 18 Jan 2025 23:03:29 +0000 (UTC)"
apache_spark,msg_062,DyVjAjYuX8,911,937,DATE_TIME,18 Jan 2025 23:03:01 -0000
apache_spark,msg_062,4usohSox3Y,1711,1748,DATE_TIME,"Sat, 18 Jan 2025 23:02:59 +0000 (UTC)"
apache_spark,msg_062,VlTkjt66tx,2531,2568,DATE_TIME,"Sat, 18 Jan 2025 23:02:58 +0000 (UTC)"
apache_spark,msg_062,ndkDzWP_BW,2690,2713,EMAIL_ADDRESS,matei.zaharia@gmail.com
apache_spark,msg_062,TofIilHixs,2946,2983,DATE_TIME,"Sat, 18 Jan 2025 23:02:57 +0000 (UTC)"
apache_spark,msg_062,EVM_CtD_9j,3112,3149,DATE_TIME,"Sat, 18 Jan 2025 15:02:57 -0800 (PST)"
apache_spark,msg_062,DG5l74eqGS,5327,5364,DATE_TIME,"Sat, 18 Jan 2025 15:02:56 -0800 (PST)"
apache_spark,msg_062,0p9iXP32Qv,5603,5640,DATE_TIME,"Sat, 18 Jan 2025 15:02:55 -0800 (PST)"
apache_spark,msg_062,yPaFBKiXQG,5965,5996,DATE_TIME,"Sat, 18 Jan 2025 15:02:16 -0800"
apache_spark,msg_062,O_w1So7iH_,76,82,ORGANIZATION,apache
apache_spark,msg_062,GIcJVfTz-I,244,250,ORGANIZATION,apache
apache_spark,msg_062,ntCjUCkWXn,219,225,ORGANIZATION,apache
apache_spark,msg_062,qEjb58uhs7,460,466,ORGANIZATION,apache
apache_spark,msg_062,I1CcN01Pji,435,441,ORGANIZATION,apache
apache_spark,msg_062,PhpTz0nowG,745,751,ORGANIZATION,apache
apache_spark,msg_062,CXu82W5mOa,701,707,ORGANIZATION,apache
apache_spark,msg_062,QptybcQPra,975,981,ORGANIZATION,apache
apache_spark,msg_062,lJH49NZU5I,1051,1057,ORGANIZATION,apache
apache_spark,msg_062,NdK2zh7HQn,1111,1117,ORGANIZATION,apache
apache_spark,msg_062,H7kVjNQHvh,1152,1158,ORGANIZATION,apache
apache_spark,msg_062,eH1E8pD8y2,1184,1190,ORGANIZATION,apache
apache_spark,msg_062,Y0qwWXH84d,1233,1239,ORGANIZATION,apache
apache_spark,msg_062,gjqPhKJsJA,1378,1384,ORGANIZATION,apache
apache_spark,msg_062,D4tE3Gkmt9,1345,1351,ORGANIZATION,apache
apache_spark,msg_062,7c-kOw0e8U,1412,1418,ORGANIZATION,apache
apache_spark,msg_062,Y7hIbbaF0f,1506,1512,ORGANIZATION,apache
apache_spark,msg_062,Kkwfg1YYOG,1597,1603,ORGANIZATION,apache
apache_spark,msg_062,2Hd7dh0TDr,1644,1650,ORGANIZATION,apache
apache_spark,msg_062,rwiZp32bbc,1804,1810,ORGANIZATION,apache
apache_spark,msg_062,x4DDokgNp0,1698,1704,ORGANIZATION,apache
apache_spark,msg_062,FruZ_laa5M,3889,3895,ORGANIZATION,Google
apache_spark,msg_062,vQHPP7O2yy,5095,5101,ORGANIZATION,Google
apache_spark,msg_062,vW_EG4iT2A,6111,6117,ORGANIZATION,apache
apache_spark,msg_062,oiyR9YcDdn,3277,3283,ORGANIZATION,apache
apache_spark,msg_062,BiA1idnJPV,3099,3105,ORGANIZATION,apache
apache_spark,msg_062,3-oc6VtOeE,2933,2939,ORGANIZATION,apache
apache_spark,msg_062,43rDQ8FTGe,2836,2842,ORGANIZATION,apache
apache_spark,msg_062,xmlfOKRohD,2878,2884,ORGANIZATION,apache
apache_spark,msg_062,9R4mNcmYrC,2765,2771,ORGANIZATION,google
apache_spark,msg_062,bTEDPjVJjz,2791,2797,ORGANIZATION,google
apache_spark,msg_062,WhF-GxlkqD,2664,2670,ORGANIZATION,google
apache_spark,msg_062,gkpYAG7OlJ,2517,2523,ORGANIZATION,apache
apache_spark,msg_062,18wgupPzsY,2418,2424,ORGANIZATION,apache
apache_spark,msg_062,pDWOnlrUEH,2356,2362,ORGANIZATION,apache
apache_spark,msg_062,NJe9OT-C-E,2259,2265,ORGANIZATION,apache
apache_spark,msg_062,8TbTP_Gq0l,6125,6137,PERSON,Holden Karau
apache_spark,msg_062,P9OIFAnbE7,5391,5396,ORGANIZATION,apple
apache_spark,msg_062,tLnIJJ239R,6716,6721,ORGANIZATION,Apple
apache_spark,msg_080,msg_080_0,16,86,EMAIL_ADDRESS,dev-return-37396-archive-asf-public=cust-asf.ponee.io@spark.apache.org
apache_spark,msg_080,msg_080_1,103,139,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_080,msg_080_2,154,190,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_080,msg_080_3,339,375,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_080,msg_080_4,702,738,EMAIL_ADDRESS,archive-asf-public@cust-asf.ponee.io
apache_spark,msg_080,msg_080_5,874,899,EMAIL_ADDRESS,dev-help@spark.apache.org
apache_spark,msg_080,msg_080_6,950,975,EMAIL_ADDRESS,dev-help@spark.apache.org
apache_spark,msg_080,msg_080_7,1003,1035,EMAIL_ADDRESS,dev-unsubscribe@spark.apache.org
apache_spark,msg_080,msg_080_8,1056,1076,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_080,msg_080_9,1137,1157,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_080,msg_080_10,1606,1626,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_080,msg_080_11,2328,2348,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_080,msg_080_13,2768,2788,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_080,msg_080_14,2933,2953,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_080,msg_080_18,5571,5591,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_080,msg_080_19,5772,5792,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_080,msg_080_20,5795,5815,EMAIL_ADDRESS,dev@spark.apache.org
apache_spark,msg_080,msg_080_21,6071,6149,MESSAGE_ID,MN2PR02MB643062E4F5BF5ADDB6BA157DF5E12@MN2PR02MB6430.namprd02.prod.outlook.com
apache_spark,msg_080,msg_080_23,5220,5255,IP_ADDRESS,2002:a05:620a:44d4:b0:7bc:db7a:4f78
apache_spark,msg_080,msg_080_34,2166,2186,DOMAIN,mx1-he-de.apache.org
apache_spark,msg_080,msg_080_37,2672,2692,DOMAIN,mx1-he-de.apache.org
apache_spark,msg_080,msg_080_47,5714,5727,PERSON,Stefan Kandic
apache_spark,msg_080,msg_080_51,259,272,IP_ADDRESS,3.227.148.255
apache_spark,msg_080,msg_080_52,474,489,IP_ADDRESS,116.203.246.181
apache_spark,msg_080,msg_080_53,1308,1323,IP_ADDRESS,116.203.196.100
apache_spark,msg_080,msg_080_54,1482,1491,IP_ADDRESS,127.0.0.1
apache_spark,msg_080,msg_080_55,2189,2204,IP_ADDRESS,116.203.227.195
apache_spark,msg_080,msg_080_56,2250,2265,IP_ADDRESS,116.203.196.100
apache_spark,msg_080,msg_080_60,52,69,DOMAIN,cust-asf.ponee.io
apache_spark,msg_080,msg_080_61,70,86,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_62,122,139,DOMAIN,cust-asf.ponee.io
apache_spark,msg_080,msg_080_63,173,190,DOMAIN,cust-asf.ponee.io
apache_spark,msg_080,msg_080_64,206,230,DOMAIN,mxout1-ec2-va.apache.org
apache_spark,msg_080,msg_080_65,232,256,DOMAIN,mxout1-ec2-va.apache.org
apache_spark,msg_080,msg_080_66,279,296,DOMAIN,mx-eu-03.ponee.io
apache_spark,msg_080,msg_080_67,358,375,DOMAIN,cust-asf.ponee.io
apache_spark,msg_080,msg_080_68,432,447,DOMAIN,mail.apache.org
apache_spark,msg_080,msg_080_69,449,472,DOMAIN,mailgw-he-de.apache.org
apache_spark,msg_080,msg_080_70,598,622,DOMAIN,mxout1-ec2-va.apache.org
apache_spark,msg_080,msg_080_71,643,667,DOMAIN,mxout1-ec2-va.apache.org
apache_spark,msg_080,msg_080_72,721,738,DOMAIN,cust-asf.ponee.io
apache_spark,msg_080,msg_080_73,883,899,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_74,959,975,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_75,1019,1035,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_76,1060,1076,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_77,1088,1108,DOMAIN,dev.spark.apache.org
apache_spark,msg_080,msg_080_78,1141,1157,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_79,1245,1271,DOMAIN,spamproc1-he-de.apache.org
apache_spark,msg_080,msg_080_80,1278,1304,DOMAIN,spamproc1-he-de.apache.org
apache_spark,msg_080,msg_080_81,1329,1339,DOMAIN,apache.org
apache_spark,msg_080,msg_080_82,1423,1433,DOMAIN,apache.org
apache_spark,msg_080,msg_080_83,1498,1524,DOMAIN,spamproc1-he-de.apache.org
apache_spark,msg_080,msg_080_84,1545,1571,DOMAIN,spamproc1-he-de.apache.org
apache_spark,msg_080,msg_080_85,1610,1626,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_86,1706,1732,DOMAIN,spamproc1-he-de.apache.org
apache_spark,msg_080,msg_080_87,2059,2085,DOMAIN,spamproc1-he-de.apache.org
apache_spark,msg_080,msg_080_88,2136,2150,DOMAIN,databricks.com
apache_spark,msg_080,msg_080_89,2166,2186,DOMAIN,mx1-he-de.apache.org
apache_spark,msg_080,msg_080_90,2222,2248,DOMAIN,spamproc1-he-de.apache.org
apache_spark,msg_080,msg_080_91,2332,2348,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_92,2479,2503,DOMAIN,mail-qk1-x72b.google.com
apache_spark,msg_080,msg_080_93,2534,2548,DOMAIN,databricks.com
apache_spark,msg_080,msg_080_94,2585,2609,DOMAIN,mail-qk1-x72b.google.com
apache_spark,msg_080,msg_080_95,2611,2635,DOMAIN,mail-qk1-x72b.google.com
apache_spark,msg_080,msg_080_96,2672,2692,URL,mx1-he-de.apache.org
apache_spark,msg_080,msg_080_97,2713,2733,DOMAIN,mx1-he-de.apache.org
apache_spark,msg_080,msg_080_98,2772,2788,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_99,2842,2866,DOMAIN,mail-qk1-x72b.google.com
apache_spark,msg_080,msg_080_100,2937,2953,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_101,3058,3072,DOMAIN,databricks.com
apache_spark,msg_080,msg_080_102,3118,3134,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_103,3850,3859,DOMAIN,1e100.net
apache_spark,msg_080,msg_080_104,5387,5426,DOMAIN,MN2PR02MB6430.namprd02.prod.outlook.com
apache_spark,msg_080,msg_080_105,5465,5479,DOMAIN,smtp.gmail.com
apache_spark,msg_080,msg_080_106,5575,5591,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_108,5776,5792,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_109,5799,5815,DOMAIN,spark.apache.org
apache_spark,msg_080,msg_080_110,6110,6149,DOMAIN,MN2PR02MB6430.namprd02.prod.outlook.com
apache_spark,msg_080,llvPeXPVlt,379,416,DATE_TIME,"Wed, 22 Jan 2025 11:25:03 +0000 (UTC)"
apache_spark,msg_080,68UEzpro_G,742,779,DATE_TIME,"Wed, 22 Jan 2025 11:24:06 +0000 (UTC)"
apache_spark,msg_080,ahKcWXJbGd,825,851,DATE_TIME,22 Jan 2025 11:24:02 -0000
apache_spark,msg_080,sOdIYR1dd_,1203,1229,DATE_TIME,22 Jan 2025 11:24:01 -0000
apache_spark,msg_080,Zg5_-3mEhM,1629,1666,DATE_TIME,"Wed, 22 Jan 2025 11:24:01 +0000 (UTC)"
apache_spark,msg_080,zDfuMbRSu7,2352,2389,DATE_TIME,"Wed, 22 Jan 2025 11:24:00 +0000 (UTC)"
apache_spark,msg_080,Ahic-OHQuy,2450,2472,IP_ADDRESS,2607:f8b0:4864:20::72b
apache_spark,msg_080,LtFqmge7aL,2520,2548,EMAIL_ADDRESS,stefan.kandic@databricks.com
apache_spark,msg_080,aqoG6IEGoS,2643,2665,IP_ADDRESS,2607:f8b0:4864:20::72b
apache_spark,msg_080,vmgNuVeFs_,2791,2828,DATE_TIME,"Wed, 22 Jan 2025 11:23:59 +0000 (UTC)"
apache_spark,msg_080,AjEzug1p31,2956,2993,DATE_TIME,"Wed, 22 Jan 2025 03:23:59 -0800 (PST)"
apache_spark,msg_080,RefDSNjAVr,5334,5371,DATE_TIME,"Wed, 22 Jan 2025 03:23:57 -0800 (PST)"
apache_spark,msg_080,Pg3RYRH197,5430,5451,IP_ADDRESS,2603:1036:302:40c4::5
apache_spark,msg_080,_0B1bvWH2r,5729,5765,EMAIL_ADDRESS,stefan.kandic@databricks.com.INVALID
apache_spark,msg_080,bdJ7Z4YO6a,5743,5765,DOMAIN,databricks.com.INVALID
apache_spark,msg_080,-6UACaW8z2,6024,6055,DATE_TIME,"Wed, 22 Jan 2025 11:23:56 +0000"
apache_spark,msg_080,m79Orti7AB,5670,5707,DATE_TIME,"Wed, 22 Jan 2025 03:23:57 -0800 (PST)"
apache_spark,msg_080,ZrP9t1P_l7,1367,1398,DATE_TIME,"Wed, 22 Jan 2025 11:24:01 +0000"
apache_spark,msg_080,_pKB0OS4ec,246,252,ORGANIZATION,apache
apache_spark,msg_080,PgwuPPZHW7,220,226,ORGANIZATION,apache
apache_spark,msg_080,cQ-M7qswfQ,462,468,ORGANIZATION,apache
apache_spark,msg_080,aRsQOu_gMq,437,443,ORGANIZATION,apache
apache_spark,msg_080,6R_T3khgkJ,612,618,ORGANIZATION,apache
apache_spark,msg_080,vrg8eoOer6,657,663,ORGANIZATION,apache
apache_spark,msg_080,xJw6xeaIYv,889,895,ORGANIZATION,apache
apache_spark,msg_080,oR7jjJ28a2,965,971,ORGANIZATION,apache
apache_spark,msg_080,KHE73cjjsf,1025,1031,ORGANIZATION,apache
apache_spark,msg_080,-kdqua8ng_,1066,1072,ORGANIZATION,apache
apache_spark,msg_080,_hHDGJJ7AE,1098,1104,ORGANIZATION,apache
apache_spark,msg_080,VVGJcvcW8H,1147,1153,ORGANIZATION,apache
apache_spark,msg_080,qt21EA_t7O,1294,1300,ORGANIZATION,apache
apache_spark,msg_080,Wx4l_Ya32J,1261,1267,ORGANIZATION,apache
apache_spark,msg_080,xGd50WabFS,1329,1335,ORGANIZATION,apache
apache_spark,msg_080,ztneG14scy,1423,1429,ORGANIZATION,apache
apache_spark,msg_080,RQbnJEvfoZ,1561,1567,ORGANIZATION,apache
apache_spark,msg_080,9_2IXj82oL,1722,1728,ORGANIZATION,apache
apache_spark,msg_080,xUcrzwI941,1616,1622,ORGANIZATION,apache
apache_spark,msg_080,QfTgtmQIhd,2075,2081,ORGANIZATION,apache
apache_spark,msg_080,fSxZHg_--Q,2136,2146,ORGANIZATION,databricks
apache_spark,msg_080,3xa3C_6nW6,2176,2182,ORGANIZATION,apache
apache_spark,msg_080,D8DHzFiI6x,2238,2244,ORGANIZATION,apache
apache_spark,msg_080,FLTzuKNmNO,2338,2344,ORGANIZATION,apache
apache_spark,msg_080,uMIpowyBIH,2493,2499,ORGANIZATION,google
apache_spark,msg_080,SA0MV40mvg,2534,2544,ORGANIZATION,databricks
apache_spark,msg_080,ZbWh7IB0kL,2599,2605,ORGANIZATION,google
apache_spark,msg_080,Gl1JtwRNBL,2682,2688,ORGANIZATION,apache
apache_spark,msg_080,fievwQ7-KM,2723,2729,ORGANIZATION,apache
apache_spark,msg_080,Dh5ZBfvelJ,2625,2631,ORGANIZATION,google
apache_spark,msg_080,9JmVUSwy51,2778,2784,ORGANIZATION,apache
apache_spark,msg_080,1ihXv9sH36,2856,2862,ORGANIZATION,google
apache_spark,msg_080,KGBNmiqmG5,2943,2949,ORGANIZATION,apache
apache_spark,msg_080,uQMRphXRin,3058,3068,ORGANIZATION,databricks
apache_spark,msg_080,hmBXlh7LOZ,3124,3130,ORGANIZATION,apache
apache_spark,msg_080,a_PXU_M0gG,3779,3785,ORGANIZATION,Google
apache_spark,msg_080,WtcFbzGPOk,5102,5108,ORGANIZATION,Google
apache_spark,msg_080,-_nKgbKrTA,5743,5753,ORGANIZATION,databricks
apache_spark,msg_080,DJ-VS23nTM,5581,5587,ORGANIZATION,apache
apache_spark,msg_080,mk0K9CBPUS,5782,5788,ORGANIZATION,apache
apache_spark,msg_080,sYE98ZAEGF,5805,5811,ORGANIZATION,apache
apache_spark,msg_080,EhhI1_7ju_,76,82,ORGANIZATION,apache
apache_spark,msg_025,msg_025_0,16,86,EMAIL_ADDRESS,dev-return-37316-archive-asf-public=cust-asf.ponee.io@spark.apache.org
